#X,Y,Z: 50 50 100
#Density: 0.200000
#Beta: 0.020000
#l_0: 25
#sigma: 0.020000
#iE[1,1]: -50.000000
#Snakes: 2000
#Slithers: 1000000000
#Hoppers: 200
#R_Max: 2
#Bias: 0.050000
#Lambda: 0.500000
#T: 300.000000
#TOF_TIME: 150.000000
#TOFS: 1069757235
#IR_0: 0.000000
#Bins: 150
Bin: 1.016842 Current: 458808.664532
Bin: 1.051383 Current: 11952.277569
Bin: 1.087097 Current: 7174.933867
Bin: 1.124024 Current: 15943.682977
Bin: 1.162205 Current: 9667.394393
Bin: 1.201683 Current: 7340.749369
Bin: 1.242503 Current: 10138.709290
Bin: 1.284708 Current: 8576.912594
Bin: 1.328348 Current: 6244.655798
Bin: 1.373470 Current: 12101.542264
Bin: 1.420124 Current: 10701.401373
Bin: 1.468364 Current: 6408.043772
Bin: 1.518242 Current: 12415.433945
Bin: 1.569814 Current: 7117.779629
Bin: 1.623138 Current: 11651.216469
Bin: 1.678274 Current: 7413.936106
Bin: 1.735282 Current: 10612.861008
Bin: 1.794227 Current: 3053.384538
Bin: 1.855174 Current: 8058.386463
Bin: 1.918191 Current: 9923.589739
Bin: 1.983349 Current: 10393.471744
Bin: 2.050720 Current: 6233.460146
Bin: 2.120380 Current: 11152.319913
Bin: 2.192406 Current: 5209.438934
Bin: 2.266878 Current: 12138.333660
Bin: 2.343881 Current: 1478.999605
Bin: 2.423499 Current: 6270.818809
Bin: 2.505821 Current: 4631.980825
Bin: 2.590940 Current: 4324.508754
Bin: 2.678950 Current: 5395.576017
Bin: 2.769950 Current: 8525.860018
Bin: 2.864041 Current: 5381.901285
Bin: 2.961327 Current: 11309.056416
Bin: 3.061919 Current: 8147.547040
Bin: 3.165928 Current: 8632.672460
Bin: 3.273469 Current: 4481.832549
Bin: 3.384664 Current: 9281.882189
Bin: 3.499636 Current: 8340.160862
Bin: 3.618513 Current: 7270.669192
Bin: 3.741428 Current: 4839.539629
Bin: 3.868518 Current: 6152.721383
Bin: 3.999926 Current: 7413.087791
Bin: 4.135797 Current: 6286.452599
Bin: 4.276283 Current: 7368.292574
Bin: 4.421542 Current: 4361.138265
Bin: 4.571735 Current: 6160.925062
Bin: 4.727029 Current: 5814.471214
Bin: 4.887599 Current: 1595.844329
Bin: 5.053623 Current: 6283.911639
Bin: 5.225287 Current: 5905.689262
Bin: 5.402781 Current: 7166.803027
Bin: 5.586305 Current: 5922.957125
Bin: 5.776063 Current: 4120.784928
Bin: 5.972267 Current: 5343.243902
Bin: 6.175135 Current: 3323.170216
Bin: 6.384895 Current: 3834.495804
Bin: 6.601780 Current: 4238.312147
Bin: 6.826032 Current: 7323.012239
Bin: 7.057901 Current: 3157.493424
Bin: 7.297647 Current: 3007.107255
Bin: 7.545537 Current: 4007.651712
Bin: 7.801847 Current: 5661.247034
Bin: 8.066863 Current: 3545.298682
Bin: 8.340882 Current: 3952.056918
Bin: 8.624208 Current: 2885.508491
Bin: 8.917159 Current: 5338.452321
Bin: 9.220061 Current: 3323.433187
Bin: 9.533252 Current: 3499.961310
Bin: 9.857081 Current: 3158.894985
Bin: 10.191911 Current: 1242.090501
Bin: 10.538114 Current: 5145.845697
Bin: 10.896077 Current: 2048.097593
Bin: 11.266200 Current: 4442.404775
Bin: 11.648895 Current: 2340.867008
Bin: 12.044589 Current: 4129.613758
Bin: 12.453725 Current: 4605.340032
Bin: 12.876758 Current: 2403.693047
Bin: 13.314161 Current: 3184.874321
Bin: 13.766422 Current: 1677.271179
Bin: 14.234046 Current: 1076.371973
Bin: 14.717554 Current: 3764.462176
Bin: 15.217486 Current: 2166.168518
Bin: 15.734400 Current: 3137.588931
Bin: 16.268873 Current: 1664.700595
Bin: 16.821501 Current: 4014.907583
Bin: 17.392901 Current: 3642.766838
Bin: 17.983710 Current: 2287.342700
Bin: 18.594588 Current: 4494.307109
Bin: 19.226217 Current: 1840.085219
Bin: 19.879301 Current: 3506.330242
